sample_time, force1, force2, force3, pressure1, pressure2, pressure3, temp1
0.307,0,0,0,1.36263051443,1.55752867274,0.996294161305,0
0.328,0,0,0,1.36263051443,1.5473025348,0.996294161305,0
0.349,0,0,0,1.36263051443,1.54850560986,0.995692623779,0
0.375,0,0,0,1.36263051443,1.54970868491,0.995692623779,0
0.415,0,0,0,1.3620289769,1.55271637253,0.995091086254,0
0.455,0,0,0,1.36263051443,1.59241784923,0.995692623779,0
0.494,0,0,0,1.3620289769,1.55151329748,0.995091086254,0
0.533,0,0,0,1.36323205195,1.55452098511,0.994489548728,0
0.571,0,0,0,1.36323205195,1.55331791006,0.994489548728,0
0.61,0,0,0,1.36263051443,1.54970868491,0.995091086254,0
0.65,0,0,0,1.36263051443,1.55211483501,0.995091086254,0
0.689,0,0,0,1.36263051443,1.57737941109,0.994489548728,0
0.729,0,0,0,1.36263051443,1.54850560986,0.995692623779,0
0.768,0,0,0,1.36263051443,1.54850560986,0.995692623779,0
0.796,0,0,0,1.36263051443,1.55151329748,0.995091086254,0
0.835,0,0,0,1.36263051443,1.55391944759,0.995692623779,0
0.874,0,0,0,1.3620289769,1.55271637253,0.996294161305,0
0.913,0,0,0,1.36263051443,1.55091175996,0.995692623779,0
0.953,0,0,0,1.3620289769,1.54970868491,0.995091086254,0
0.992,0,0,0,1.3620289769,1.54970868491,0.995692623779,0
1.031,0,0,0,1.36263051443,1.54309177212,0.994489548728,0
1.07,0,0,0,1.36263051443,1.54970868491,0.995091086254,0
1.109,0,0,0,1.3620289769,1.55151329748,0.995692623779,0
1.149,0,0,0,1.36263051443,1.61708088778,0.995692623779,0
1.189,0,0,0,1.36323205195,1.55031022243,0.995091086254,0
1.229,0,0,0,1.3620289769,1.55512252264,0.996294161305,0
1.268,0,0,0,1.36263051443,1.55271637253,0.995692623779,0
1.307,0,0,0,1.36263051443,1.54910714738,0.995091086254,0
1.346,0,0,0,1.36323205195,1.55211483501,0.995692623779,0
1.385,0,0,0,1.36263051443,1.54850560986,0.992083398625,0
1.425,0,0,0,1.36263051443,1.54850560986,0.995692623779,0
1.464,0,0,0,1.36323205195,1.54790407233,0.995091086254,0
1.503,0,0,0,1.36263051443,1.53948254697,0.995091086254,0
1.543,0,0,0,1.36263051443,1.54549792223,0.995091086254,0
1.582,0,0,0,1.3620289769,1.55031022243,0.994489548728,0
1.621,0,0,0,1.3620289769,1.55091175996,0.995091086254,0
1.661,0,0,0,1.36263051443,1.54970868491,0.995692623779,0
1.7,0,0,0,1.36263051443,1.55813021027,0.995091086254,0
1.739,0,0,0,1.36263051443,1.55031022243,0.995692623779,0
1.778,0,0,0,1.36263051443,1.54790407233,0.995692623779,0
1.819,0,0,0,1.36263051443,1.55873174779,0.995692623779,0
1.86,0,0,0,1.36263051443,1.54670099728,0.996294161305,0
1.9,0,0,0,1.36263051443,1.54609945975,0.995692623779,0
1.939,0,0,0,1.36263051443,1.54429484718,0.994489548728,0
1.978,0,0,0,1.36263051443,1.54790407233,0.993888011202,0
2.018,0,0,0,1.36263051443,1.55271637253,0.995692623779,0
2.058,0,0,0,1.36142743938,1.55031022243,0.995091086254,0
2.099,0,0,0,1.36263051443,1.55331791006,0.995091086254,0
2.14,0,0,0,1.36263051443,1.55211483501,1.00110646151,0
2.179,0,0,0,1.3620289769,1.54790407233,0.995091086254,0
2.219,0,0,0,1.36263051443,1.55151329748,0.996294161305,0
2.26,0,0,0,1.36263051443,1.54850560986,0.995091086254,0
2.301,0,0,0,1.3620289769,1.55271637253,0.994489548728,0
2.34,0,0,0,1.36142743938,1.54670099728,0.994489548728,0
2.379,0,0,0,1.36263051443,1.54670099728,0.995692623779,0
2.421,0,0,0,1.3620289769,1.53587332182,0.996294161305,0
2.461,0,0,0,1.36263051443,1.54790407233,0.995692623779,0
2.5,0,0,0,1.36263051443,1.55813021027,0.995091086254,0
2.539,0,0,0,1.3620289769,1.55692713521,0.994489548728,0
2.578,0,0,0,1.3620289769,1.54850560986,0.995692623779,0
2.617,0,0,0,1.3620289769,1.55031022243,0.995091086254,0
2.657,0,0,0,1.3620289769,1.55512252264,0.995692623779,0
2.697,0,0,0,1.3620289769,1.55091175996,0.995091086254,0
2.736,0,0,0,1.36263051443,1.55331791006,0.995091086254,0
2.775,0,0,0,1.3620289769,1.55271637253,0.995692623779,0
2.815,0,0,0,1.3620289769,1.55452098511,0.994489548728,0
2.855,0,0,0,1.36263051443,1.60565167479,0.995692623779,0
2.896,0,0,0,1.36263051443,1.54910714738,0.995091086254,0
