sample_time, force1, force2, force3, pressure1, pressure2, pressure3, temp1
0.282,0,0,0,1.02095719986,1.94070807658,0.992083398625,0
0.285,0,0,0,1.02095719986,1.94070807658,0.9914818611,0
0.288,0,0,0,1.02035566233,1.93529423885,0.992684936151,0
0.29,0,0,0,1.02095719986,1.93228655122,0.992083398625,0
0.293,0,0,0,1.02095719986,1.93288808875,0.992083398625,0
0.296,0,0,0,1.02095719986,1.93770038895,0.992083398625,0
0.298,0,0,0,1.02095719986,1.938903464,0.9914818611,0
0.301,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.304,0,0,0,1.02095719986,1.93830192648,0.992083398625,0
0.306,0,0,0,1.02095719986,1.93529423885,0.992083398625,0
0.335,0,0,0,1.02095719986,1.94010653906,0.992684936151,0
0.338,0,0,0,1.02035566233,1.93709885143,0.992083398625,0
0.34,0,0,0,1.02035566233,1.9340911638,0.992083398625,0
0.343,0,0,0,1.02035566233,1.93348962627,0.992083398625,0
0.346,0,0,0,1.02095719986,1.94130961411,0.992083398625,0
0.349,0,0,0,1.02095719986,1.94070807658,0.992684936151,0
0.352,0,0,0,1.02095719986,1.94130961411,0.9914818611,0
0.354,0,0,0,1.02035566233,1.93589577638,0.992684936151,0
0.357,0,0,0,1.02035566233,1.93228655122,0.992083398625,0
0.36,0,0,0,1.02095719986,1.9316850137,0.9914818611,0
0.38,0,0,0,1.02035566233,1.938903464,0.992684936151,0
0.384,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
0.386,0,0,0,1.02095719986,1.938903464,0.9914818611,0
0.389,0,0,0,1.02035566233,1.93469270132,0.992083398625,0
0.392,0,0,0,1.02095719986,1.93228655122,0.9914818611,0
0.395,0,0,0,1.02035566233,1.93770038895,0.9914818611,0
0.397,0,0,0,1.02035566233,1.94070807658,0.992083398625,0
0.4,0,0,0,1.02095719986,1.94070807658,0.992083398625,0
0.403,0,0,0,1.02095719986,1.94191115163,0.992083398625,0
0.405,0,0,0,1.02035566233,1.938903464,0.9914818611,0
0.443,0,0,0,1.02095719986,1.93469270132,0.992083398625,0
0.446,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
0.448,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.451,0,0,0,1.02095719986,1.94130961411,0.992684936151,0
0.454,0,0,0,1.02095719986,1.9364973139,0.992083398625,0
0.457,0,0,0,1.02035566233,1.93348962627,0.992083398625,0
0.459,0,0,0,1.02035566233,1.9364973139,0.992083398625,0
0.462,0,0,0,1.02035566233,1.93830192648,0.992684936151,0
0.464,0,0,0,1.02095719986,1.94070807658,0.992083398625,0
0.467,0,0,0,1.02095719986,1.94070807658,0.992083398625,0
0.505,0,0,0,1.02035566233,1.9340911638,0.992083398625,0
0.508,0,0,0,1.02095719986,1.9340911638,0.9914818611,0
0.51,0,0,0,1.02035566233,1.93288808875,0.992684936151,0
0.514,0,0,0,1.02035566233,1.94010653906,0.992083398625,0
0.517,0,0,0,1.02035566233,1.94191115163,0.992684936151,0
0.519,0,0,0,1.02095719986,1.94070807658,0.992083398625,0
0.521,0,0,0,1.02095719986,1.9340911638,0.9914818611,0
0.524,0,0,0,1.02095719986,1.93288808875,0.992083398625,0
0.526,0,0,0,1.02035566233,1.9340911638,0.9914818611,0
0.529,0,0,0,1.02035566233,1.93770038895,0.992083398625,0
0.567,0,0,0,1.02095719986,1.94130961411,0.992083398625,0
0.57,0,0,0,1.02095719986,1.94010653906,0.9914818611,0
0.573,0,0,0,1.02095719986,1.9340911638,0.9914818611,0
0.575,0,0,0,1.02095719986,1.93529423885,0.992083398625,0
0.578,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
0.58,0,0,0,1.02035566233,1.94070807658,0.9914818611,0
0.583,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.586,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.588,0,0,0,1.02035566233,1.93469270132,0.992083398625,0
0.591,0,0,0,1.02035566233,1.9340911638,0.9914818611,0
0.629,0,0,0,1.02035566233,1.93709885143,0.9914818611,0
0.632,0,0,0,1.02095719986,1.94070807658,0.9914818611,0
0.635,0,0,0,1.02095719986,1.94130961411,0.992083398625,0
0.637,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.64,0,0,0,1.02035566233,1.9340911638,0.992083398625,0
0.643,0,0,0,1.02035566233,1.93288808875,0.9914818611,0
0.646,0,0,0,1.02095719986,1.9364973139,0.9914818611,0
0.648,0,0,0,1.02095719986,1.938903464,0.992684936151,0
0.651,0,0,0,1.02155873738,1.94070807658,0.992083398625,0
0.654,0,0,0,1.02035566233,1.93830192648,0.992083398625,0
0.692,0,0,0,1.02035566233,1.93348962627,0.992684936151,0
0.695,0,0,0,1.02095719986,1.93770038895,0.992083398625,0
0.698,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.7,0,0,0,1.02035566233,1.93950500153,0.992684936151,0
0.703,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.706,0,0,0,1.02035566233,1.93529423885,0.992083398625,0
0.708,0,0,0,1.02035566233,1.93288808875,0.992083398625,0
0.711,0,0,0,1.02035566233,1.93709885143,0.992083398625,0
0.714,0,0,0,1.02095719986,1.94191115163,0.992083398625,0
0.717,0,0,0,1.02095719986,1.938903464,0.992083398625,0
0.755,0,0,0,1.02095719986,1.93469270132,0.992083398625,0
0.758,0,0,0,1.01975412481,1.9340911638,0.9914818611,0
0.76,0,0,0,1.01975412481,1.9364973139,0.9914818611,0
0.763,0,0,0,1.02095719986,1.938903464,0.992083398625,0
0.766,0,0,0,1.02035566233,1.94070807658,0.9914818611,0
0.769,0,0,0,1.02095719986,1.93950500153,0.992083398625,0
0.771,0,0,0,1.02095719986,1.93589577638,0.992083398625,0
0.774,0,0,0,1.02035566233,1.9340911638,0.992083398625,0
0.776,0,0,0,1.02095719986,1.93709885143,0.9914818611,0
0.779,0,0,0,1.02035566233,1.94070807658,0.992684936151,0
0.817,0,0,0,1.02095719986,1.94010653906,0.9914818611,0
0.819,0,0,0,1.02095719986,1.938903464,0.992083398625,0
0.826,0,0,0,1.02095719986,1.93288808875,0.992083398625,0
0.829,0,0,0,1.02035566233,1.93770038895,0.992083398625,0
0.832,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
0.834,0,0,0,1.02095719986,1.94130961411,0.992083398625,0
0.837,0,0,0,1.02035566233,1.93770038895,0.992083398625,0
0.839,0,0,0,1.02035566233,1.93529423885,0.992684936151,0
0.842,0,0,0,1.02095719986,1.9340911638,0.992684936151,0
0.844,0,0,0,1.02095719986,1.93589577638,0.992083398625,0
0.884,0,0,0,1.02095719986,1.94130961411,0.9914818611,0
0.887,0,0,0,1.02095719986,1.94130961411,0.992083398625,0
0.89,0,0,0,1.02095719986,1.93589577638,0.992083398625,0
0.892,0,0,0,1.02095719986,1.93348962627,0.992083398625,0
0.895,0,0,0,1.02035566233,1.93770038895,0.992684936151,0
0.898,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
0.9,0,0,0,1.02035566233,1.94010653906,0.992083398625,0
0.903,0,0,0,1.02035566233,1.93709885143,0.9914818611,0
0.906,0,0,0,1.02035566233,1.9340911638,0.992083398625,0
0.908,0,0,0,1.02035566233,1.93348962627,0.992083398625,0
0.947,0,0,0,1.02035566233,1.94070807658,0.992083398625,0
0.95,0,0,0,1.02095719986,1.94191115163,0.992083398625,0
0.953,0,0,0,1.02035566233,1.94070807658,0.992083398625,0
0.955,0,0,0,1.02095719986,1.9340911638,0.992684936151,0
0.958,0,0,0,1.02095719986,1.93288808875,0.992684936151,0
0.96,0,0,0,1.02035566233,1.93228655122,0.990880323574,0
0.963,0,0,0,1.02035566233,1.93950500153,0.9914818611,0
0.966,0,0,0,1.02035566233,1.94130961411,0.992083398625,0
0.968,0,0,0,1.02035566233,1.94130961411,0.992083398625,0
0.971,0,0,0,1.02035566233,1.93589577638,0.992083398625,0
1.009,0,0,0,1.02035566233,1.93228655122,0.992083398625,0
1.012,0,0,0,1.02035566233,1.93589577638,0.9914818611,0
1.015,0,0,0,1.02095719986,1.94070807658,0.9914818611,0
1.018,0,0,0,1.02035566233,1.94010653906,0.992684936151,0
1.02,0,0,0,1.02095719986,1.93529423885,0.992083398625,0
1.023,0,0,0,1.02095719986,1.93288808875,0.992083398625,0
1.025,0,0,0,1.02095719986,1.93228655122,0.992083398625,0
1.028,0,0,0,1.02035566233,1.9316850137,0.992083398625,0
1.031,0,0,0,1.02095719986,1.93770038895,0.992083398625,0
1.033,0,0,0,1.02095719986,1.94010653906,0.992083398625,0
1.072,0,0,0,1.02035566233,1.93529423885,0.992083398625,0
1.075,0,0,0,1.02095719986,1.93288808875,0.9914818611,0
1.077,0,0,0,1.02035566233,1.93288808875,0.992083398625,0
